レース番号,競技性別,競技名,世界記録,日本記録,年齢区分,大会記録,順位,選手名,チーム名,水路,時間,大会新,飛込タイム,LAPタイム
No.21,男子,50m平泳ぎ,28.84,29.04,40~44歳,29.86,5,矢作歩,セ・長津田,10/43,8.09,,0.76,
No.21,男子,50m平泳ぎ,28.84,29.04,40~44歳,29.86,6,宇佐美学,セ・大森,6/24,2.91,,0.86,
No.21,男子,50m平泳ぎ,28.84,29.04,40~44歳,29.86,7,山岡哲也,セ・二俣川,8/104,3.05,,0.91,
No.21,男子,50m平泳ぎ,27.83,27.83,35~39歳,29.87,1,立石裕太郎,セ・二俣川,13/23,0.29,,0.65,
No.21,男子,50m平泳ぎ,27.83,27.83,35~39歳,29.87,2,和田弘太郎,セ・阿佐谷,13/73,0.99,,0.67,
No.21,男子,50m平泳ぎ,27.83,27.83,35~39歳,29.87,3,宮川航,セ・南千住,13/33,1.12,,0.73,
No.21,男子,50m平泳ぎ,27.83,27.83,35~39歳,29.87,4,入江徹,ミズノMT,13/83,2.08,,0.70,
No.21,男子,50m平泳ぎ,27.83,27.83,35~39歳,29.87,5,増田究,セ・平塚,12/23,2.32,,0.66,
No.21,男子,50m平泳ぎ,27.83,27.83,35~39歳,29.87,6,長田裕史,セ・柏,12/43,2.93,,0.65,
No.21,男子,50m平泳ぎ,27.83,27.83,35~39歳,29.87,7,木村考太,セ・市ヶ尾,12/103,3.55,,0.74,
No.21,男子,50m平泳ぎ,27.74,27.74,30~34歳,28.35,1,櫃田皓大,セ・育見台,11/63,3.66,,0.68,
No.21,男子,50m平泳ぎ,27.74,27.74,30~34歳,28.35,2,土居秀雅,セ・成瀬,12/13,4.12,,0.64,
No.21,男子,50m平泳ぎ,27.74,27.74,30~34歳,28.35,3,梅林大貴,セ・成城,11/13,5.31,,0.67,
No.21,男子,50m平泳ぎ,27.74,27.74,30~34歳,28.35,4,大野淳哉,セ・上池袋,7/104,2.53,,0.81,
No.21,男子,50m平泳ぎ,27.21,27.58,25~29歳,28.02,1,石井建幹,セ・大宮宮原,13/52,9.33,,0.66,
No.21,男子,50m平泳ぎ,27.21,27.58,25~29歳,28.02,2,石井了,セ・おおたか,13/63,0.24,,0.70,
No.21,男子,50m平泳ぎ,27.21,27.58,25~29歳,28.02,3,今里昂哉,セ・清瀬,12/63,1.83,,0.71,
No.21,男子,50m平泳ぎ,27.21,27.58,25~29歳,28.02,4,前島悠也,セ・葛西,13/103,2.10,,0.65,
No.21,男子,50m平泳ぎ,27.21,27.58,25~29歳,28.02,5,加間英貴,セ・天王洲,13/93,3.56,,0.64,
No.21,男子,50m平泳ぎ,27.21,27.58,25~29歳,28.02,6,川西智大,セ・南千住,11/103,4.17,,0.78,
No.21,男子,50m平泳ぎ,27.21,27.58,25~29歳,28.02,7,佐々木天太,セ・用賀,12/33,4.96,,0.78,
No.21,男子,50m平泳ぎ,27.21,27.58,25~29歳,28.02,8,竹下翔,セ・長津田,10/93,8.81,,0.66,
No.21,男子,50m平泳ぎ,27.21,27.58,25~29歳,28.02,9,岡本昌也,セ・藤沢,5/64,1.54,,0.77,
No.21,男子,50m平泳ぎ,27.21,27.94,18~24歳,29.28,1,廣谷幸翼,セ・志木,13/43,0.30,,0.63,
No.21,男子,50m平泳ぎ,27.21,27.94,18~24歳,29.28,2,田中壮一郎,セ・二俣川,12/83,2.51,,0.76,
No.21,男子,50m平泳ぎ,27.21,27.94,18~24歳,29.28,3,相原健吾,セ・目黒,11/53,2.90,,0.70,
No.21,男子,50m平泳ぎ,27.21,27.94,18~24歳,29.28,4,西沢歩,セ・清瀬,11/33,3.80,,0.66,
No.21,男子,50m平泳ぎ,27.21,27.94,18~24歳,29.28,5,伊藤水晶,セ・松戸,11/83,4.65,,0.66,
No.21,男子,50m平泳ぎ,27.21,27.94,18~24歳,29.28,6,佐々木明日真,セ・市川,11/23,6.20,,0.66,
No.21,男子,50m平泳ぎ,27.21,27.94,18~24歳,29.28,7,勝又晃希,セ・藤沢,7/33,9.32,,0.62,
No.21,男子,50m平泳ぎ,27.21,27.94,18~24歳,29.28,8,田村翔,セ・八王子,5/104,2.83,,1.03,
No.22,女子,50mバタフライ,42.79,49.85,80~84歳,58.81,1,新井昭代,セ・東十条,1/3,1:14.51,,1.20,
No.22,女子,50mバタフライ,38.93,41.54,75~79歳,51.22,1,大山恵子,セ・葛西,4/24,4.31,大会新,0.76,
No.22,女子,50mバタフライ,38.93,41.54,75~79歳,51.22,2,宇田川礼子,セ・我孫子,1/2,1:03.67,,1.06,
No.22,女子,50mバタフライ,38.93,41.54,75~79歳,51.22,3,浅野美恵子,セ・蒲田,1/8,1:05.84,,1.16,
No.22,女子,50mバタフライ,34.43,37.5,70~74歳,42.13,1,木村恵子,セ・越谷,1/4,1:00.61,,0.79,
No.22,女子,50mバタフライ,34.43,37.5,70~74歳,42.13,2,菅和江,セ・戸塚,2/9,1:01.05,,0.99,
No.22,女子,50mバタフライ,34.43,37.5,70~74歳,42.13,3,末光とき子,墨田区体育館,1/9,1:08.92,,1.00,
No.22,女子,50mバタフライ,32.36,35.19,65~69歳,41.95,1,木村りよう子,セ・福生,4/84,4.73,,0.88,
No.22,女子,50mバタフライ,32.36,35.19,65~69歳,41.95,2,ダ典子,セ・自由が丘,4/34,5.72,,0.65,
No.22,女子,50mバタフライ,32.36,35.19,65~69歳,41.95,3,立石由美子,セ・大森,1/64,8.03,,0.73,
No.22,女子,50mバタフライ,32.36,35.19,65~69歳,41.95,4,宮清子,セ・自由が丘,5/14,9.46,,0.93,
No.22,女子,50mバタフライ,32.36,35.19,65~69歳,41.95,5,井手敦子,セ・慶應日吉,4/105,0.94,,0.99,
No.22,女子,50mバタフライ,32.36,35.19,65~69歳,41.95,6,東海林慶美,セ・蒲田,3/105,4.09,,0.85,
No.22,女子,50mバタフライ,32.36,35.19,65~69歳,41.95,7,小関富子,セ・新都心,1/55,5.48,,1.12,
No.22,女子,50mバタフライ,32.36,35.19,65~69歳,41.95,8,廣瀬伸子,セ・成城,3/75,6.03,,0.96,
No.22,女子,50mバタフライ,32.36,35.19,65~69歳,41.95,9,下川喜美枝,セ・南千住,2/55,6.25,,1.02,
No.22,女子,50mバタフライ,32.36,35.19,65~69歳,41.95,10,譲原恵子,セ・我孫子,2/25,7.82,,0.91,
No.22,女子,50mバタフライ,29.9,33.44,60~64歳,35.38,1,武井麻知子,セ・二俣川,5/54,0.38,,0.71,
No.22,女子,50mバタフライ,29.9,33.44,60~64歳,35.38,2,岡田眞弓,セ・清瀬,3/44,7.07,,0.86,
No.22,女子,50mバタフライ,29.9,33.44,60~64歳,35.38,3,伊藤ゆかり,セ・成城,4/54,7.26,,0.86,
No.22,女子,50mバタフライ,29.9,33.44,60~64歳,35.38,4,座間千鶴子,ザノス八景,4/94,9.14,,0.79,
No.22,女子,50mバタフライ,29.9,33.44,60~64歳,35.38,5,大原清美,セ・阿佐谷,3/95,0.90,,1.01,
No.22,女子,50mバタフライ,29.9,33.44,60~64歳,35.38,6,松田聡美,セ・成城,3/15,2.70,,0.90,
No.22,女子,50mバタフライ,29.9,33.44,60~64歳,35.38,7,清水孝子,セ・福生,2/85,9.18,,0.89,
No.22,女子,50mバタフライ,29.9,33.44,60~64歳,35.38,8,米林清子,セ・越谷,2/3,1:00.52,,0.79,
No.22,女子,50mバタフライ,30.43,31.87,55~59歳,33.29,1,年岡仁美,セ・千葉みなと,6/103,6.62,,0.82,
No.22,女子,50mバタフライ,30.43,31.87,55~59歳,33.29,2,生田目則子,セ・自由が丘,5/84,1.26,,0.76,
No.22,女子,50mバタフライ,30.43,31.87,55~59歳,33.29,3,松川律子,セ・二俣川,4/14,7.63,,0.80,
No.22,女子,50mバタフライ,30.43,31.87,55~59歳,33.29,4,小池淳子,セ・長津田,3/64,9.60,,0.91,
No.22,女子,50mバタフライ,30.43,31.87,55~59歳,33.29,5,古谷加寿子,セ・府中,3/35,1.97,,0.77,
No.22,女子,50mバタフライ,30.43,31.87,55~59歳,33.29,6,山本登美子,セ・桶川北本,2/1,1:00.80,,0.89,
No.22,女子,50mバタフライ,29.08,30.26,50~54歳,32.44,1,池田百合子,セ・市ヶ尾,8/73,1.11,大会新,0.68,
No.22,女子,50mバタフライ,29.08,30.26,50~54歳,32.44,2,広瀬百合香,セ・戸塚,7/93,5.36,,0.74,
No.22,女子,50mバタフライ,29.08,30.26,50~54歳,32.44,3,小泉未歌,セ・宇都宮,6/33,5.42,,0.70,
No.22,女子,50mバタフライ,29.08,30.26,50~54歳,32.44,4,鎌田和代,セ・千葉みなと,6/13,6.49,,0.67,
No.22,女子,50mバタフライ,29.08,30.26,50~54歳,32.44,5,小山香津子,セ・藤沢,2/75,0.90,,0.77,
No.22,女子,50mバタフライ,29.08,30.26,50~54歳,32.44,6,大久保彩子,セ・阿佐谷,1/1,1:04.67,,1.20,
No.22,女子,50mバタフライ,28.4,29.33,45~49歳,32.13,1,三宅信花,セ・阿佐谷,6/63,5.09,,0.65,
No.22,女子,50mバタフライ,28.4,29.33,45~49歳,32.13,2,高橋真美,セ・志木,4/64,0.20,,0.72,
No.22,女子,50mバタフライ,28.4,29.33,45~49歳,32.13,3,髙島典子,セ・大森,3/24,6.13,,0.70,
No.22,女子,50mバタフライ,28.4,29.33,45~49歳,32.13,4,清水佳苗,曽谷・セ,5/105,3.96,,0.97,
No.22,女子,50mバタフライ,28.4,29.33,45~49歳,32.13,5,成重夏紀,セ・藤沢,2/65,5.38,,0.87,
No.22,女子,50mバタフライ,28.36,28.75,40~44歳,30.58,1,吉村華余,セ・長津田,8/33,1.50*特別賞(申)*,,0.68,
No.22,女子,50mバタフライ,28.36,28.75,40~44歳,30.58,2,宮本八重,セ・慶應日吉,6/43,3.70,,0.68,
No.22,女子,50mバタフライ,28.36,28.75,40~44歳,30.58,3,錦織佳奈子,ザノス川崎,5/23,9.41,,1.00,
No.22,女子,50mバタフライ,28.36,28.75,40~44歳,30.58,4,冨永結衣子,セ・大森,5/94,3.44,,0.80,
No.22,女子,50mバタフライ,28.36,28.75,40~44歳,30.58,5,宮林佑妃,セ・長津田,4/44,4.42,,0.89,
No.22,女子,50mバタフライ,28.36,28.75,40~44歳,30.58,6,加藤涼子,セ・桶川北本,2/44,8.83,,0.78,
No.22,女子,50mバタフライ,28.36,28.75,40~44歳,30.58,7,久保かおり,セ・長津田,3/85,2.62,,0.93,
No.22,女子,50mバタフライ,27.46,28.63,35~39歳,30.94,1,菊地美春,セ・目黒,8/13,2.02,,0.67,
No.22,女子,50mバタフライ,27.46,28.63,35~39歳,30.94,2,新井亜衣,セ・市川,8/93,3.36,,0.82,
No.22,女子,50mバタフライ,27.46,28.63,35~39歳,30.94,3,宮下奏子,セ・市ヶ尾,5/73,4.45,,0.71,
No.22,女子,50mバタフライ,27.46,28.63,35~39歳,30.94,4,新妻梓,セ・西東京,6/53,4.86,,0.71,
No.22,女子,50mバタフライ,27.46,28.63,35~39歳,30.94,5,大家萌実,セ・用賀,6/83,6.66,,0.63,
No.22,女子,50mバタフライ,27.48,27.74,30~34歳,30.33,1,早川舞,セ・蒲田,7/53,1.33,,0.74,
No.22,女子,50mバタフライ,27.48,27.74,30~34歳,30.33,2,田中志歩,セ・大森,7/23,2.55,,0.68,
No.22,女子,50mバタフライ,27.48,27.74,30~34歳,30.33,3,吉田のばら,セ・南千住,6/23,4.15,,0.91,
No.22,女子,50mバタフライ,27.48,27.74,30~34歳,30.33,4,井唯,セ・慶應日吉,4/73,9.47,,0.82,
No.22,女子,50mバタフライ,26.32,26.32,25~29歳,29.89,1,真如美優,セ・南千住,8/43,1.43,,0.65,
No.22,女子,50mバタフライ,26.32,26.32,25~29歳,29.89,2,岡澤志織,セ・茂原,8/53,1.53,,0.73,
No.22,女子,50mバタフライ,26.32,26.32,25~29歳,29.89,3,嶋田菜々子,セ・おおたか,6/93,6.22,,0.66,
No.22,女子,50mバタフライ,26.32,26.32,25~29歳,29.89,4,岡本詩絵理,セ・藤沢,5/63,6.57,,0.78,
No.22,女子,50mバタフライ,26.32,27.43,18~24歳,29.34,1,長崎千怜,セ・長津田,6/73,0.74,,0.67,
No.22,女子,50mバタフライ,26.32,27.43,18~24歳,29.34,2,君島凜香,セ・おおたか,7/63,1.15,,0.65,
No.22,女子,50mバタフライ,26.32,27.43,18~24歳,29.34,3,島崎帆乃華,セ・藤沢,7/43,1.34,,0.60,
No.22,女子,50mバタフライ,26.32,27.43,18~24歳,29.34,4,栃元春乃,セ・西東京,7/73,1.61,,0.72,
No.22,女子,50mバタフライ,26.32,27.43,18~24歳,29.34,5,西澤瑛倫,セ・越谷,8/23,2.08,,0.62,
No.22,女子,50mバタフライ,26.32,27.43,18~24歳,29.34,6,遠藤優奈,セ・新都心,7/83,2.62,,0.68,
No.22,女子,50mバタフライ,26.32,27.43,18~24歳,29.34,7,高橋紗良,セ・長津田,7/33,2.92,,0.69,
No.22,女子,50mバタフライ,26.32,27.43,18~24歳,29.34,8,岡田星理,セ・谷津,8/103,3.02,,0.68,
No.22,女子,50mバタフライ,26.32,27.43,18~24歳,29.34,9,表侑寿,セ・二俣川,8/83,3.42,,0.68,
No.22,女子,50mバタフライ,26.32,27.43,18~24歳,29.34,10,竜野萌,セ・自由が丘,7/13,3.99,,0.79,
No.23,男子,50mバタフライ,34.39,34.75,80~84歳,46.24,1,石川守也,セ・市川,1/44,9.16,,0.96,
No.23,男子,50mバタフライ,31.75,32.61,75~79歳,39,1,吉田亮,セ・成城,3/94,1.57,,0.88,
No.23,男子,50mバタフライ,31.75,32.61,75~79歳,39,2,白井清嗣,セ・大宮宮原,1/64,7.34,,0.87,
No.23,男子,50mバタフライ,31.75,32.61,75~79歳,39,3,内田幸稔,セ・松戸,1/9,1:03.08,,0.88,
No.23,男子,50mバタフライ,29.98,31.43,70~74歳,34.95,1,安藤次郎,セ・館山,3/53,6.04,,0.84,
No.23,男子,50mバタフライ,29.98,31.43,70~74歳,34.95,2,香川左近,セ・二俣川,2/74,5.34,,0.93,
No.23,男子,50mバタフライ,28.26,29.99,65~69歳,32.79,1,吉原一彦,セ・阿佐谷,6/43,2.86,,0.70,
No.23,男子,50mバタフライ,28.26,29.99,65~69歳,32.79,2,齋藤博憲,ザノス鶴見,1/54,1.11,,1.06,
No.23,男子,50mバタフライ,28.26,29.99,65~69歳,32.79,3,大滝恭伸,セ・市ヶ尾,3/24,1.91,,1.09,
No.23,男子,50mバタフライ,28.26,29.99,65~69歳,32.79,4,飯沼明,セ・長津田,2/94,5.84,,0.92,
No.23,男子,50mバタフライ,28.26,29.99,65~69歳,32.79,5,櫛田伸彦,ザノス鶴見,1/25,7.91,,1.02,
No.23,男子,50mバタフライ,28.26,29.99,65~69歳,32.79,6,仲二見実,セ・ときわ台,1/8,1:08.76,,1.40,
No.23,男子,50mバタフライ,27.57,29.18,60~64歳,31.43,1,今井正太郎,セ・前橋,7/43,0.63,大会新,0.71,
No.23,男子,50mバタフライ,27.57,29.18,60~64歳,31.43,2,菊池千二,セ・市ヶ尾,4/93,2.00,,0.83,
No.23,男子,50mバタフライ,27.57,29.18,60~64歳,31.43,3,海辺信吉,セ・おおたか,6/103,4.37,,0.88,
No.23,男子,50mバタフライ,27.57,29.18,60~64歳,31.43,4,村木満,セ・トレッサ,4/63,4.73,,0.71,
No.23,男子,50mバタフライ,27.57,29.18,60~64歳,31.43,5,金子勝,セ・岩槻,5/93,5.52,,0.74,
No.23,男子,50mバタフライ,27.57,29.18,60~64歳,31.43,6,廣本佳也,セ・上池袋,6/13,5.73,,0.90,
No.23,男子,50mバタフライ,27.57,29.18,60~64歳,31.43,7,大塚克,セ・市川,4/13,9.07,,0.69,
No.23,男子,50mバタフライ,27.57,29.18,60~64歳,31.43,8,二宮博,セ・横浜,3/34,1.99,,0.85,
No.23,男子,50mバタフライ,27.57,29.18,60~64歳,31.43,9,浦田昌和,セ・成城,3/14,3.96,,0.85,
No.23,男子,50mバタフライ,27.57,29.18,60~64歳,31.43,10,山元修一,セ・葛西,1/34,9.21,,0.78,
No.23,男子,50mバタフライ,26.56,27.02,55~59歳,29.98,1,荒川秀明,セ・前橋,7/83,0.70,,0.80,
No.23,男子,50mバタフライ,26.56,27.02,55~59歳,29.98,2,小倉和彦,セ・清瀬,5/63,1.98,,0.69,
No.23,男子,50mバタフライ,26.56,27.02,55~59歳,29.98,3,矢部裕之,セ・長津田,6/73,2.25,,0.76,
No.23,男子,50mバタフライ,26.56,27.02,55~59歳,29.98,4,浅田康朗,セ・大森,5/53,4.25,,0.80,
No.23,男子,50mバタフライ,26.56,27.02,55~59歳,29.98,5,田中基幹,セ・流山,3/43,6.15,,0.87,
No.23,男子,50mバタフライ,26.56,27.02,55~59歳,29.98,6,温井芳浩,セ・谷津,4/53,9.10,,0.89,
No.23,男子,50mバタフライ,26.56,27.02,55~59歳,29.98,7,伊藤正二,セ・大森,2/64,0.25,,0.79,
No.23,男子,50mバタフライ,26.56,27.02,55~59歳,29.98,8,安藤朋邦,セ・南青山,3/84,3.65,,0.98,
No.23,男子,50mバタフライ,26.56,27.02,55~59歳,29.98,9,大塚秀幸,セ・慶應日吉,2/34,7.25,,0.93,
No.23,男子,50mバタフライ,26.56,27.02,55~59歳,29.98,10,安部盛博,セ・成城,1/74,8.83,,0.93,
No.23,男子,50mバタフライ,25.69,25.79,50~54歳,28.18,1,池田正輝,セ・市ヶ尾,11/72,7.00,大会新,0.74,
No.23,男子,50mバタフライ,25.69,25.79,50~54歳,28.18,2,大村俊文,セ・二俣川,7/32,8.69,,0.76,
No.23,男子,50mバタフライ,25.69,25.79,50~54歳,28.18,3,小森康弘,セ・葛西,9/33,0.45,,0.66,
No.23,男子,50mバタフライ,25.69,25.79,50~54歳,28.18,4,石井龍,セ・成城,7/73,0.59,,0.76,
No.23,男子,50mバタフライ,25.69,25.79,50~54歳,28.18,5,河野悟,セ・慶應日吉,6/53,1.28,,0.73,
No.23,男子,50mバタフライ,25.69,25.79,50~54歳,28.18,6,松崎敏明,セ・慶應日吉,4/103,2.66,,0.75,
No.23,男子,50mバタフライ,25.69,25.79,50~54歳,28.18,7,門倉孝行,セ・慶應日吉,4/73,3.33,,0.88,
No.23,男子,50mバタフライ,25.69,25.79,50~54歳,28.18,8,増渕博之,セ・藤沢,5/43,3.69,,0.69,
No.23,男子,50mバタフライ,25.69,25.79,50~54歳,28.18,9,新井田6司,セ・トレッサ,5/73,4.45,,0.76,
No.23,男子,50mバタフライ,25.69,25.79,50~54歳,28.18,10,藤井清和,セ・武蔵小杉,5/83,4.68,,0.68,
No.23,男子,50mバタフライ,25.69,25.79,50~54歳,28.18,11,原田真,セ・葛西,5/103,7.00,,0.78,
No.23,男子,50mバタフライ,25.69,25.79,50~54歳,28.18,12,古高正道,セ・天王洲,2/53,9.76,,0.81,
No.23,男子,50mバタフライ,25.69,25.79,50~54歳,28.18,13,金子謙一,セ・長津田,3/104,0.76,,0.79,
No.23,男子,50mバタフライ,25.69,25.79,50~54歳,28.18,14,宮本昌雄,セ・二俣川,2/84,0.97,,0.94,
No.23,男子,50mバタフライ,25.69,25.79,50~54歳,28.18,15,庄司和明,セ・松戸,2/44,3.23,,0.83,
No.23,男子,50mバタフライ,24.96,25.26,45~49歳,27.49,1,永瀬知之,セ・二俣川,10/102,9.96,,0.73,
No.23,男子,50mバタフライ,24.96,25.26,45~49歳,27.49,2,倉持公一,セ・天王洲,7/23,1.38,,0.74,
No.23,男子,50mバタフライ,24.96,25.26,45~49歳,27.49,3,羽田浩一,セ・成城,8/53,1.58,,0.69,
No.23,男子,50mバタフライ,24.96,25.26,45~49歳,27.49,4,松平一真,セ・本郷台,6/23,4.18,,0.87,
No.23,男子,50mバタフライ,24.96,25.26,45~49歳,27.49,5,鈴木直哉,セ・八王子,4/33,4.56,,0.93,
No.23,男子,50mバタフライ,24.96,25.26,45~49歳,27.49,6,花井一也,セ・長津田,6/93,4.90,,0.66,
No.23,男子,50mバタフライ,24.96,25.26,45~49歳,27.49,7,草野剛史,セ・二俣川,3/63,9.40,,0.74,
No.23,男子,50mバタフライ,24.11,25.06,40~44歳,26.51,1,鶴谷学,セ・二俣川,11/32,6.68,,0.66,
No.23,男子,50mバタフライ,24.11,25.06,40~44歳,26.51,2,寺田貴洋,セ・二俣川,8/62,8.88,,0.75,
No.23,男子,50mバタフライ,24.11,25.06,40~44歳,26.51,3,図師拓千,セ・市ヶ尾,7/63,0.01,,0.66,
No.23,男子,50mバタフライ,24.11,25.06,40~44歳,26.51,4,小林弘典,セ・大森,7/93,0.79,,0.80,
No.23,男子,50mバタフライ,24.11,25.06,40~44歳,26.51,5,阪田高士,セ・茂原,7/53,0.87,,0.78,
No.23,男子,50mバタフライ,24.11,25.06,40~44歳,26.51,6,勝吉進一,セ・慶應日吉,6/33,2.55,,0.75,
No.23,男子,50mバタフライ,24.11,25.06,40~44歳,26.51,7,宮崎隆寛,セ・越谷,4/23,9.01,,0.77,
No.23,男子,50mバタフライ,24.03,24.98,35~39歳,26.19,1,立石裕太郎,セ・二俣川,10/52,7.37,,0.66,
No.23,男子,50mバタフライ,24.03,24.98,35~39歳,26.19,2,椎本恭平,セ・阿佐谷,8/42,9.05,,0.63,
No.23,男子,50mバタフライ,24.03,24.98,35~39歳,26.19,3,吉川重行,セ・桶川北本,10/12,9.75,,0.64,
No.23,男子,50mバタフライ,24.03,24.98,35~39歳,26.19,4,三浦厚生,セ・武蔵小杉,6/83,5.33,,0.87,
No.23,男子,50mバタフライ,23.16,24.16,30~34歳,25.53,1,内藤寿輝,セ・大森,11/82,7.34,,0.68,
No.23,男子,50mバタフライ,23.16,24.16,30~34歳,25.53,2,伊藤孝優,セ・八王子,10/32,7.89,,0.72,
No.23,男子,50mバタフライ,23.16,24.16,30~34歳,25.53,3,土屋大貴,セ・平塚,11/92,8.04,,0.62,
No.23,男子,50mバタフライ,23.16,24.16,30~34歳,25.53,4,塚本拓也,セ・清瀬,8/82,8.50,,0.58,
No.23,男子,50mバタフライ,23.16,24.16,30~34歳,25.53,5,櫃田皓大,セ・育見台,8/72,8.62,,0.65,
No.23,男子,50mバタフライ,23.16,24.16,30~34歳,25.53,6,中西剛,セ・成城,10/82,9.00,,0.64,
No.23,男子,50mバタフライ,23.16,24.16,30~34歳,25.53,7,中村勇介,セ・慶應日吉,2/24,2.59,,1.05,
No.23,男子,50mバタフライ,23.71,24.01,25~29歳,25.39,1,石井了,セ・おおたか,11/52,6.58,,0.67,
No.23,男子,50mバタフライ,23.71,24.01,25~29歳,25.39,2,松尾勇太,セ・南青山,11/22,7.60,,0.60,
No.23,男子,50mバタフライ,23.71,24.01,25~29歳,25.39,3,神戸優悠希,セ・茂原,9/82,7.61,,0.71,
No.23,男子,50mバタフライ,23.71,24.01,25~29歳,25.39,4,宮田遼太,セ・成城,10/62,8.03,,0.72,
No.23,男子,50mバタフライ,23.71,24.01,25~29歳,25.39,5,岡内昭伍,セ・大宮宮原,8/22,8.19,,0.64,
No.23,男子,50mバタフライ,23.71,24.01,25~29歳,25.39,6,高見沢重倫,セ・慶應日吉,8/12,8.28,,0.61,
No.23,男子,50mバタフライ,23.71,24.01,25~29歳,25.39,7,鈴木央雅,セ・清瀬,10/42,8.36,,0.71,
No.23,男子,50mバタフライ,23.71,24.01,25~29歳,25.39,8,中原志門,セ・大森,10/92,8.95,,0.71,
No.23,男子,50mバタフライ,23.71,24.01,25~29歳,25.39,9,室坂拓真,セ・用賀,8/102,9.16,,0.74,
No.23,男子,50mバタフライ,23.71,24.01,25~29歳,25.39,10,野末和志,セ・志木,5/33,2.14,,0.72,
No.23,男子,50mバタフライ,23.71,24.03,18~24歳,24.03,1,菅原啓,セ・慶應日吉,11/42,6.37,,0.70,
No.23,男子,50mバタフライ,23.71,24.03,18~24歳,24.03,2,廣谷幸翼,セ・志木,9/52,6.91,,0.65,
No.23,男子,50mバタフライ,23.71,24.03,18~24歳,24.03,3,川口皓生,セ・柏,11/62,7.60,,0.68,
No.23,男子,50mバタフライ,23.71,24.03,18~24歳,24.03,4,廣川大起,セ・柏,9/72,7.73,,0.65,
No.23,男子,50mバタフライ,23.71,24.03,18~24歳,24.03,5,黒田大介,セ・成城,10/72,7.86,,0.64,
No.23,男子,50mバタフライ,23.71,24.03,18~24歳,24.03,6,法領田徳丞,セ・蒲田,11/102,7.97,,0.60,
No.23,男子,50mバタフライ,23.71,24.03,18~24歳,24.03,7,青木海斗,セ・用賀,9/62,8.22,,0.69,
No.23,男子,50mバタフライ,23.71,24.03,18~24歳,24.03,8,三角一汰,セ・新都心,9/102,8.37,,0.60,
No.23,男子,50mバタフライ,23.71,24.03,18~24歳,24.03,9,山﨑陸真,セ・二俣川,9/22,8.44,,0.70,
No.23,男子,50mバタフライ,23.71,24.03,18~24歳,24.03,10,山泉晃也,セ・東十条,9/92,9.68,,0.70,
No.23,男子,50mバタフライ,23.71,24.03,18~24歳,24.03,11,池内駿文,セ・東十条,10/22,9.79,,0.75,
No.23,男子,50mバタフライ,23.71,24.03,18~24歳,24.03,12,秋澤裕介,セ・二俣川,9/42,9.92,,0.70,
No.23,男子,50mバタフライ,23.71,24.03,18~24歳,24.03,13,村田雅治,セ・長津田,9/13,0.37,,0.63,
No.23,男子,50mバタフライ,23.71,24.03,18~24歳,24.03,14,硲子龍,セ・流山,6/63,2.04,,0.57,
No.23,男子,50mバタフライ,23.71,24.03,18~24歳,24.03,15,前納爽太,セ・葛西,7/103,2.64,,0.74,
No.23,男子,50mバタフライ,23.71,24.03,18~24歳,24.03,16,韓準燃,セ・八王子,11/13,2.88,,0.63,
No.23,男子,50mバタフライ,23.71,24.03,18~24歳,24.03,17,千原大樹,セ・自由が丘,5/13,5.12,,0.69,
No.23,男子,50mバタフライ,23.71,24.03,18~24歳,24.03,18,松本海星,セ・清瀬,4/83,6.54,,0.78,
