イベントNo,性別,種目,年齢区分,順位,氏名,チーム名,合計年齢,所属,水路,記録,備考,種別
24,男子,50m自由形,18～24歳,8,田中啓二朗,,,セ・二俣川,16/10,25.62,,個人
24,男子,50m自由形,18～24歳,9,青木,,,海斗    セ・用賀,16/ 4,25.64,,個人
24,男子,50m自由形,18～24歳,10,室井 元希,,,セ・市川,14/ 1,25.94,,個人
24,男子,50m自由形,18～24歳,11,相原,,,海星    セ・平塚,12/10,26.02,,個人
24,男子,50m自由形,18～24歳,12,相澤,,,倖翔    セ・流山,14/ 2,26.10,,個人
24,男子,50m自由形,18～24歳,13,遠藤,,,優太    セ・越谷,10/ 3,26.18,,個人
24,男子,50m自由形,18～24歳,14,伊藤,,,水晶    セ・松戸,15/ 3,26.32,,個人
24,男子,50m自由形,18～24歳,15,荒井,,,優吾    セ・成瀬,15/ 2,26.37,,個人
24,男子,50m自由形,18～24歳,16,秋澤,,,裕介    セ・二俣川,16/ 9,26.39,,個人
24,男子,50m自由形,18～24歳,17,硲,,,子龍    セ・流山,13/ 2,27.03,,個人
24,男子,50m自由形,18～24歳,18,西沢,,,歩    セ・清瀬,15/ 8,27.35,,個人
24,男子,50m自由形,18～24歳,19,田村,,,翔    セ・八王子,9/ 2,31.81,,個人
24,男子,50m自由形,18～24歳,20,鈴木佑之介,,,セ・藤沢,3/ 3,36.20,,個人
24,男子,50m自由形,18～24歳,21,藤田,,,駿祐    セ・南青山,2/ 8,41.02,,個人
25,女子,50m背泳ぎ,85～89歳,1,森川タエ子,,,セ・我孫子,1/ 2,1:13.05,,個人
25,女子,50m背泳ぎ,80～84歳,1,内田,,,良子    セ・用賀,1/ 5,1:03.98,,個人
25,女子,50m背泳ぎ,80～84歳,2,舘野,,,圭子    セ・用賀,1/ 4,1:06.14,,個人
25,女子,50m背泳ぎ,80～84歳,3,相澤,,,和子    セ・久喜,1/ 8,1:20.06,,個人
25,女子,50m背泳ぎ,80～84歳,4,西村咲喜子,,,セ・志木,1/ 9,1:40.43,,個人
25,女子,50m背泳ぎ,75～79歳,1,藤井,,,一恵    セ・大森,2/ 2,54.15,,個人
25,女子,50m背泳ぎ,75～79歳,2,酒井,,,愛子    セ・湘南ＬＴ,2/ 8,54.62,,個人
25,女子,50m背泳ぎ,70～74歳,1,市野,,,克子    セ・大森,2/ 7,49.32,,個人
25,女子,50m背泳ぎ,70～74歳,2,松村,,,恵子    セ・葛西,3/ 7,50.09,,個人
25,女子,50m背泳ぎ,70～74歳,3,中平,,,信子    セ・成瀬,2/ 4,51.43,,個人
25,女子,50m背泳ぎ,70～74歳,4,儀保都志子,,,セ・成瀬,1/ 7,59.82,,個人
25,女子,50m背泳ぎ,70～74歳,5,木村,,,恵子    セ・越谷,2/ 1,1:03.17,,個人
25,女子,50m背泳ぎ,70～74歳,6,池淵,,,玲子    セ・慶應日吉,1/ 6,1:04.45,,個人
25,女子,50m背泳ぎ,65～69歳,1,酒井,,,香澄    セ・湘南ＬＴ,4/ 8,44.84,,個人
25,女子,50m背泳ぎ,65～69歳,2,石田 良子,,,セ・越谷,4/ 9,46.14,,個人
25,女子,50m背泳ぎ,65～69歳,3,田邊和歌子,,,セ・横浜,3/ 5,46.23,,個人
25,女子,50m背泳ぎ,65～69歳,4,桶谷,,,智子    セ・成城,3/ 3,49.20,,個人
25,女子,50m背泳ぎ,65～69歳,5,倉林,,,明子    セ・おおたか,2/ 5,49.63,,個人
25,女子,50m背泳ぎ,65～69歳,6,原,,,昌代    セ・市ヶ尾,3/10,50.82,,個人
25,女子,50m背泳ぎ,65～69歳,7,石崎,,,節代    セ・南千住,3/ 9,52.22,,個人
25,女子,50m背泳ぎ,65～69歳,8,宮田ひとみ,,,セ・阿佐谷,1/ 3,58.47,,個人
25,女子,50m背泳ぎ,60～64歳,1,石井,,,裕美    セ・ときわ台,4/ 7,40.51,,個人
25,女子,50m背泳ぎ,60～64歳,2,平林すみれ,,,セ・ときわ台,4/ 2,42.63,,個人
25,女子,50m背泳ぎ,60～64歳,3,座間千鶴子,,,ザバス八景,4/ 1,46.24,,個人
25,女子,50m背泳ぎ,60～64歳,4,高見沢ゆみ子,,,セ・慶應日吉,3/ 8,47.29,,個人
25,女子,50m背泳ぎ,60～64歳,5,中野,,,朗子    セ・慶應日吉,3/ 6,48.16,,個人
25,女子,50m背泳ぎ,60～64歳,6,神保,,,清美    セ・自由が丘,3/ 4,50.25,,個人
25,女子,50m背泳ぎ,60～64歳,7,山本登美子,,,セ・桶川北本,3/ 2,50.81,,個人
25,女子,50m背泳ぎ,60～64歳,8,吉野ひとみ,,,セ・松戸,2/ 9,54.43,,個人
25,女子,50m背泳ぎ,55～59歳,1,鈴木和佳奈,,,セ・桶川北本,6/10,37.66,,個人
25,女子,50m背泳ぎ,55～59歳,2,篠原,,,理恵    セ・南宇都宮,5/ 2,38.69,,個人
25,女子,50m背泳ぎ,55～59歳,3,生田目則子,,,セ・自由が丘,4/ 4,43.42,,個人
25,女子,50m背泳ぎ,55～59歳,4,小林のぞみ,,,セ・越谷,4/10,45.75,,個人
25,女子,50m背泳ぎ,55～59歳,5,レントフェルト慶子,,,セ・清瀬,3/ 1,49.78,,個人
25,女子,50m背泳ぎ,50～54歳,1,大橋ほづ美,,,セ・清瀬,5/ 6,38.79,,個人
25,女子,50m背泳ぎ,50～54歳,2,菅原,,,幸     セ・トレッサ,4/ 5,39.54,,個人
25,女子,50m背泳ぎ,50～54歳,3,棚網,,,恵理     セ・阿佐谷,5/ 9,40.05,,個人
25,女子,50m背泳ぎ,50～54歳,4,八幡,,,悦子     セ・福生,2/ 6,47.87,,個人
25,女子,50m背泳ぎ,45～49歳,1,青山,,,里香     セ・成瀬,6/ 3,35.42,,個人
25,女子,50m背泳ぎ,45～49歳,2,遠藤,,,真理     セ・袖ケ浦,5/ 5,37.13,,個人
25,女子,50m背泳ぎ,45～49歳,3,宇田川美穂,,,セ・天王洲,4/ 3,41.03,,個人
25,女子,50m背泳ぎ,45～49歳,4,草野,,,茜     セ・二俣川,4/ 6,42.92,,個人
25,女子,50m背泳ぎ,45～49歳,5,サカモト亮子,,,セ・自由が丘,5/ 1,44.62,,個人
25,女子,50m背泳ぎ,45～49歳,6,髙橋,,,里美     セ・横浜,2/ 3,56.02,,個人
25,女子,50m背泳ぎ,40～44歳,1,上沢絵里奈,,,セ・慶應日吉,5/ 3,37.68,,個人
25,女子,50m背泳ぎ,40～44歳,2,大竹,,,昌子     セ・大森,5/10,40.94,,個人
25,女子,50m背泳ぎ,35～39歳,1,田中 美鈴,,,セ・武蔵小杉,6/ 2,35.03,,個人
25,女子,50m背泳ぎ,30～34歳,1,豊島,,,葉子    セ・袖ケ浦,6/ 4,33.14,,個人
25,女子,50m背泳ぎ,30～34歳,2,田中,,,志歩    セ・大森,6/ 6,33.79,,個人
25,女子,50m背泳ぎ,30～34歳,3,吉田のばら,,,セ・南千住,6/ 8,36.72,,個人
25,女子,50m背泳ぎ,30～34歳,4,篠原,,,萌    セ・西新井,5/ 8,37.97,,個人
25,女子,50m背泳ぎ,25～29歳,1,岡澤,,,志織    セ・茂原,6/ 5,30.75,,個人
25,女子,50m背泳ぎ,25～29歳,2,髙橋,,,美波    セ・武蔵小杉,6/ 7,33.95,,個人
25,女子,50m背泳ぎ,18～24歳,1,広瀬,,,幸音    セ・成城,6/ 1,36.01,,個人
25,女子,50m背泳ぎ,18～24歳,2,田邊あめり,,,セ・成城,6/ 9,37.59,,個人
26,男子,50m背泳ぎ,75～79歳,1,吉田,,,亮     セ・成城,2/ 8,45.71,,個人
26,男子,50m背泳ぎ,75～79歳,2,田中,,,信夫    セ・越谷,1/ 4,49.24,,個人
26,男子,50m背泳ぎ,75～79歳,3,木崎二三男,,,セ・福生,1/ 6,49.25,,個人
26,男子,50m背泳ぎ,70～74歳,1,臼井,,,全人    セ・大宮宮原,2/ 3,44.66,,個人
26,男子,50m背泳ぎ,70～74歳,2,若月,,,優    セ・横浜,1/ 5,45.07,,個人
26,男子,50m背泳ぎ,70～74歳,3,常山,,,賢二    曽谷・セ,2/ 2,47.61,,個人
26,男子,50m背泳ぎ,65～69歳,1,會田,,,修一    セ・おおたか,3/ 2,37.92,,個人
26,男子,50m背泳ぎ,65～69歳,2,西森文史郎,,,セ・長津田,2/ 7,42.74,,個人
26,男子,50m背泳ぎ,65～69歳,3,鈴木,,,篤    セ・おおたか,1/ 7,49.19,,個人
26,男子,50m背泳ぎ,60～64歳,1,上野太紀夫,,,セ・柏,3/ 6,37.21,,個人
26,男子,50m背泳ぎ,60～64歳,2,大津,,,信弘    セ・越谷,3/10,41.03,,個人
26,男子,50m背泳ぎ,55～59歳,1,柄澤,,,英也    セ・用賀,4/10,34.62,,個人
26,男子,50m背泳ぎ,55～59歳,2,久保,,,卓士    セ・天王洲,2/ 5,37.26,,個人
26,男子,50m背泳ぎ,55～59歳,3,荒井,,,正明    セ・八千代台,3/ 8,37.95,,個人
26,男子,50m背泳ぎ,55～59歳,4,飯田 正敏,,,セ・用賀,2/ 6,38.53,,個人
26,男子,50m背泳ぎ,50～54歳,1,畠山,,,雅和    セ・袖ケ浦,5/ 8,29.17,,個人
26,男子,50m背泳ぎ,50～54歳,2,河野,,,悟    セ・慶應日吉,4/ 8,31.04,,個人
26,男子,50m背泳ぎ,50～54歳,3,山田,,,耕一    セ・清瀬,4/ 9,33.97,,個人
26,男子,50m背泳ぎ,50～54歳,4,中村,,,良樹    セ・武蔵小杉,4/ 1,34.44,,個人
26,男子,50m背泳ぎ,50～54歳,5,羽田,,,浩一    セ・成城,3/ 5,35.03,,個人
26,男子,50m背泳ぎ,50～54歳,6,廣瀬,,,淳一    セ・トレッサ,2/ 4,42.93,,個人
26,男子,50m背泳ぎ,45～49歳,1,寺田,,,貴洋    セ・二俣川,5/10,29.23,,個人
26,男子,50m背泳ぎ,45～49歳,2,皆川,,,雅登    セ・大宮宮原,3/ 3,36.31,,個人
26,男子,50m背泳ぎ,45～49歳,3,山本,,,聡    セ・久喜,3/ 1,47.03,,個人
26,男子,50m背泳ぎ,40～44歳,1,西山,,,志    セ・天王洲,5/ 5,27.63,･大会新,個人
26,男子,50m背泳ぎ,40～44歳,2,鶴谷,,,学    セ・二俣川,5/ 6,28.28,･大会新,個人
26,男子,50m背泳ぎ,40～44歳,3,桐谷,,,俊寛    セ・新浦安,4/ 3,30.81,,個人
26,男子,50m背泳ぎ,40～44歳,4,棚網,,,宏之    セ・阿佐谷,5/ 2,30.96,,個人
26,男子,50m背泳ぎ,40～44歳,5,前田,,,崇行    セ・二俣川,5/ 1,33.22,,個人
26,男子,50m背泳ぎ,40～44歳,6,菱川,,,亮太    セ・市ヶ尾,3/ 7,35.65,,個人
26,男子,50m背泳ぎ,35～39歳,1,高木 祥一,,,セ・武蔵小杉,5/ 3,29.93,,個人
26,男子,50m背泳ぎ,35～39歳,2,福田,,,雄太    セ・慶應日吉,4/ 5,30.85,,個人
26,男子,50m背泳ぎ,35～39歳,3,津守,,,陽介    セ・阿佐谷,4/ 6,30.90,,個人
26,男子,50m背泳ぎ,35～39歳,4,角田,,,渉    セ・大森,1/ 3,52.51,,個人
26,男子,50m背泳ぎ,30～34歳,1,塚本,,,拓也    セ・清瀬,4/ 4,30.60,,個人
26,男子,50m背泳ぎ,25～29歳,1,中村,,,翼    セ・天王洲,5/ 4,27.75,,個人
26,男子,50m背泳ぎ,25～29歳,2,廣川,,,大起    セ・柏,5/ 9,28.13,,個人
26,男子,50m背泳ぎ,25～29歳,3,松澤,,,朋樹    セ・武蔵小杉,5/ 7,28.45,,個人
26,男子,50m背泳ぎ,25～29歳,4,岸本,,,駿輔    セ・平塚,4/ 7,31.21,,個人
26,男子,50m背泳ぎ,25～29歳,5,村上,,,裕哉    セ・南千住,4/ 2,31.99,,個人
26,男子,50m背泳ぎ,18～24歳,1,小俣,,,太一    セ・八王子,3/ 4,30.01,,個人
27,女子,50mバタフライ,75～79歳,1,大山,,,恵子   セ・葛西,2/ 7,44.24,･大会新,個人
27,女子,50mバタフライ,75～79歳,2,若林多恵子,,,セ・谷津,1/ 8,1:04.12,,個人
27,女子,50mバタフライ,70～74歳,1,中村,,,和子   セ・越谷,2/ 6,46.49,,個人
27,女子,50mバタフライ,70～74歳,2,近藤ひな子,,,セ・二俣川,1/ 6,52.13,,個人
27,女子,50mバタフライ,70～74歳,3,木村,,,恵子   セ・越谷,1/ 3,1:00.84,,個人
27,女子,50mバタフライ,65～69歳,1,遠藤,,,常子   CS南行徳,3/ 3,42.85,,個人
27,女子,50mバタフライ,65～69歳,2,安藤,,,薫   セ・西新井,2/ 4,45.21,,個人
27,女子,50mバタフライ,65～69歳,3,塙,,,清子   セ・自由が丘,2/ 8,47.12,,個人
27,女子,50mバタフライ,65～69歳,4,井手,,,敦子   セ・慶應日吉,2/ 3,48.56,,個人
27,女子,50mバタフライ,60～64歳,1,若林,,,朋子   セ・大宮宮原,4/10,34.11,･大会新,個人
27,女子,50mバタフライ,60～64歳,2,武井麻知子,,,セ・二俣川,3/ 5,39.92,,個人
27,女子,50mバタフライ,60～64歳,3,岡田,,,眞弓   セ・清瀬,1/ 5,45.46,,個人
27,女子,50mバタフライ,60～64歳,4,座間千鶴子,,,ザバス八景,2/ 2,49.00,,個人
27,女子,50mバタフライ,60～64歳,5,清水,,,孝子   セ・福生,1/ 4,53.92,,個人
27,女子,50mバタフライ,55～59歳,1,大久保彩子,,,セ・阿佐谷,1/ 7,56.01,,個人
27,女子,50mバタフライ,50～54歳,1,池田百合子,,,セ・市ヶ尾,5/ 5,30.86,･大会新,個人
27,女子,50mバタフライ,50～54歳,2,広瀬百合香,,,セ・武蔵小杉,4/ 3,35.09,,個人
27,女子,50mバタフライ,50～54歳,3,佐々木美佐,,,セ・平塚,4/ 9,37.08,,個人
27,女子,50mバタフライ,50～54歳,4,西川由美子,,,セ・葛西,3/ 4,37.93,,個人
27,女子,50mバタフライ,50～54歳,5,友田,,,智哲   セ・南青山,3/ 7,37.99,,個人
27,女子,50mバタフライ,50～54歳,6,高橋,,,麻子   セ・市ヶ尾,3/ 1,40.20,,個人
27,女子,50mバタフライ,50～54歳,7,鶴薗,,,恭子   セ・ときわ台,3/10,43.38,,個人
27,女子,50mバタフライ,45～49歳,1,吉村,,,華余   セ・長津田,5/ 7,31.09,,個人
27,女子,50mバタフライ,45～49歳,2,北國友理子,,,セ・二俣川,4/ 2,34.67,,個人
27,女子,50mバタフライ,45～49歳,3,土井,,,直子   ザバス川崎,2/ 5,42.73,,個人
27,女子,50mバタフライ,40～44歳,1,岩田,,,愛恵   セ・成城,3/ 9,40.25,,個人
27,女子,50mバタフライ,40～44歳,2,錦織佳奈子,,,ザバス川崎,3/ 2,40.88,,個人
27,女子,50mバタフライ,30～34歳,1,早川,,,舞   セ・蒲田,5/ 2,31.55,,個人
27,女子,50mバタフライ,30～34歳,2,松尾 仁実,,,セ・越谷,4/ 5,31.56,,個人
27,女子,50mバタフライ,30～34歳,3,仲田,,,笑美   セ・成城,5/ 9,32.63,,個人
27,女子,50mバタフライ,30～34歳,4,宍戸,,,萌   セ・長津田,4/ 4,33.24,,個人
27,女子,50mバタフライ,25～29歳,1,真如,,,美優   セ・南千住,5/ 6,30.86,,個人
27,女子,50mバタフライ,18～24歳,1,小林,,,楓実   セ・二俣川,4/ 7,30.49,,個人
27,女子,50mバタフライ,18～24歳,2,島崎帆乃華,,,セ・藤沢,5/ 4,30.74,,個人
27,女子,50mバタフライ,18～24歳,3,岡田,,,星理   セ・谷津,4/ 6,31.01,,個人
27,女子,50mバタフライ,18～24歳,4,栃元,,,春乃   セ・西東京,5/ 3,31.27,,個人
27,女子,50mバタフライ,18～24歳,5,西澤,,,瑛倫   セ・越谷,5/10,32.25,,個人
27,女子,50mバタフライ,18～24歳,6,青木奈那美,,,セ・蒲田,5/ 1,32.83,,個人
27,女子,50mバタフライ,18～24歳,7,柿沼,,,優希   曽谷・セ,5/ 8,33.21,,個人
27,女子,50mバタフライ,18～24歳,8,岩田,,,桃花   セ・下北沢,3/ 6,34.24,,個人
27,女子,50mバタフライ,18～24歳,9,豊田,,,聖華   セ・武蔵小杉,4/ 8,35.49,,個人
27,女子,50mバタフライ,18～24歳,10,皆川すみれ,,,セ・南青山,4/ 1,36.43,,個人
28,男子,50mバタフライ,75～79歳,1,安藤,,,次郎   セ・館山,2/ 3,37.71,･大会新,個人
28,男子,50mバタフライ,75～79歳,2,白井,,,清嗣   セ・大宮宮原,1/ 1,44.86,,個人
28,男子,50mバタフライ,70～74歳,1,瀧川,,,一興   セ・大森,2/ 7,37.11,,個人
28,男子,50mバタフライ,70～74歳,2,香川,,,左近   セ・二俣川,1/ 7,46.10,,個人
28,男子,50mバタフライ,65～69歳,1,海辺 信吉,,,セ・おおたか,3/ 7,32.96,,個人
28,男子,50mバタフライ,65～69歳,2,槙田,,,誠   セ・南千住,1/ 4,41.24,,個人
28,男子,50mバタフライ,60～64歳,1,菊池,,,千二   セ・市ヶ尾,2/ 4,31.14,,個人
28,男子,50mバタフライ,60～64歳,2,廣本,,,佳也   セ・上池袋,3/ 3,32.74,,個人
28,男子,50mバタフライ,60～64歳,3,中村,,,勝   セ・南千住,4/ 9,32.85,,個人
28,男子,50mバタフライ,60～64歳,4,金子,,,勝   セ・岩槻,3/ 1,33.96,,個人
28,男子,50mバタフライ,60～64歳,5,村木,,,満   セ・トレッサ,3/10,34.61,,個人
28,男子,50mバタフライ,60～64歳,6,小泉,,,康延   セ・亀有,3/ 2,35.01,,個人
28,男子,50mバタフライ,60～64歳,7,宇田川祐一,,,セ・大宮宮原,2/ 8,37.68,,個人
28,男子,50mバタフライ,60～64歳,8,井上,,,雅弘   セ・Ｓ湘南台,2/ 1,38.76,,個人
28,男子,50mバタフライ,60～64歳,9,二宮,,,博   セ・横浜,2/10,40.90,,個人
28,男子,50mバタフライ,60～64歳,10,一色 洋志,,,セ・福生,1/ 5,41.03,,個人
28,男子,50mバタフライ,60～64歳,11,高橋,,,潤   セ・成瀬,1/ 3,44.06,,個人
28,男子,50mバタフライ,60～64歳,12,安部,,,盛博   セ・成城,1/10,47.96,,個人
28,男子,50mバタフライ,55～59歳,1,山邊,,,貴史   セ・市ヶ尾,4/ 4,31.31,,個人
28,男子,50mバタフライ,55～59歳,2,小倉,,,秀和   セ・清瀬,4/ 7,32.63,,個人
28,男子,50mバタフライ,55～59歳,3,久保,,,卓士   セ・天王洲,2/ 5,37.06,,個人
28,男子,50mバタフライ,55～59歳,4,大塚,,,秀幸   セ・慶應日吉,1/ 2,45.84,,個人
28,男子,50mバタフライ,50～54歳,1,池田,,,正輝   セ・市ヶ尾,7/ 3,26.40,･大会新,個人
28,男子,50mバタフライ,50～54歳,2,甫坂,,,修男   セ・市川,3/ 5,31.77,,個人
28,男子,50mバタフライ,50～54歳,3,阿部,,,友照   セ・東十条,3/ 8,32.08,,個人
28,男子,50mバタフライ,50～54歳,4,増渕,,,博之   セ・藤沢,3/ 6,33.42,,個人
28,男子,50mバタフライ,50～54歳,5,古高,,,正道   セ・天王洲,1/ 8,39.54,,個人
28,男子,50mバタフライ,50～54歳,6,土井,,,満   ザバス川崎,1/ 6,41.10,,個人
28,男子,50mバタフライ,45～49歳,1,野村,,,峰生   セ・大森,5/ 9,29.39,,個人
28,男子,50mバタフライ,45～49歳,2,倉持,,,公一   セ・天王洲,4/ 1,30.34,,個人
28,男子,50mバタフライ,45～49歳,3,堀川,,,広祐   セ・二俣川,4/ 3,30.42,,個人
28,男子,50mバタフライ,45～49歳,4,今崎 長穂,,,セ・自由が丘,4/ 6,32.00,,個人
28,男子,50mバタフライ,45～49歳,5,草野,,,剛史   セ・二俣川,2/ 9,38.13,,個人
28,男子,50mバタフライ,40～44歳,1,鶴谷,,,学   セ・二俣川,6/ 5,26.46,,個人
28,男子,50mバタフライ,40～44歳,2,小林,,,弘典   ザバス川崎,4/ 5,29.15,,個人
28,男子,50mバタフライ,40～44歳,3,吉田,,,拓磨   セ・上池袋,5/ 2,29.50,,個人
28,男子,50mバタフライ,40～44歳,4,矢作,,,歩   セ・長津田,5/ 8,29.86,,個人
28,男子,50mバタフライ,40～44歳,5,引地,,,雄介   セ・新浦安,3/ 4,30.03,,個人
28,男子,50mバタフライ,35～39歳,1,前田,,,康輔   セ・二俣川,7/ 6,25.67,･大会新,個人
28,男子,50mバタフライ,35～39歳,2,雲藤,,,貴光   セ・天王洲,5/ 4,29.18,,個人
28,男子,50mバタフライ,35～39歳,3,根本,,,隆利   セ・慶應日吉,4/ 8,32.59,,個人
28,男子,50mバタフライ,35～39歳,4,馬場,,,達   ザバス鶴見,2/ 2,33.39,,個人
28,男子,50mバタフライ,30～34歳,1,内藤,,,寿輝   セ・大森,7/ 1,26.61,,個人
28,男子,50mバタフライ,30～34歳,2,石井,,,孟   セ・葛西,6/ 1,27.92,,個人
28,男子,50mバタフライ,30～34歳,3,成田,,,昌記   セ・二俣川,5/ 5,28.74,,個人
28,男子,50mバタフライ,30～34歳,4,海老原健太,,,セ・大森,2/ 6,34.50,,個人
28,男子,50mバタフライ,25～29歳,1,田中 諒也,,,セ・市ヶ尾,7/ 7,25.07,,個人
28,男子,50mバタフライ,25～29歳,2,津崎,,,朝輝   セ・武蔵小杉,7/ 9,26.46,,個人
28,男子,50mバタフライ,25～29歳,3,高見沢重倫,,,セ・慶應日吉,6/ 9,27.12,,個人
28,男子,50mバタフライ,25～29歳,4,泉,,,翔太   セ・葛西,6/ 2,27.25,,個人
28,男子,50mバタフライ,25～29歳,5,小林,,,和矢   セ・成城,6/ 8,27.42,,個人
28,男子,50mバタフライ,25～29歳,6,宮田,,,遼太   セ・成城,6/ 3,27.49,,個人
28,男子,50mバタフライ,25～29歳,7,松尾,,,勇太   セ・南青山,7/ 2,27.61,,個人
28,男子,50mバタフライ,25～29歳,8,柿沼,,,龍史   セ・成城,6/10,27.74,,個人
28,男子,50mバタフライ,25～29歳,9,中原,,,志門   セ・大森,4/10,28.17,,個人
28,男子,50mバタフライ,25～29歳,10,長谷川,,,輝   セ・平塚,3/ 9,34.06,,個人
28,男子,50mバタフライ,18～24歳,1,服部,,,碧   セ・成城,7/ 5,25.30,,個人
28,男子,50mバタフライ,18～24歳,2,田嶋,,,直志   セ・流山,7/ 8,25.43,,個人
28,男子,50mバタフライ,18～24歳,3,佐藤,,,魁将   セ・葛西,6/ 4,27.03,,個人
28,男子,50mバタフライ,18～24歳,4,黒田,,,大介   セ・成城,6/ 7,27.06,,個人
28,男子,50mバタフライ,18～24歳,5,村田,,,拓斗   セ・長津田,5/ 1,27.10,,個人
28,男子,50mバタフライ,18～24歳,6,三角,,,一汰   セ・新都心,7/10,27.28,,個人
28,男子,50mバタフライ,18～24歳,7,梶原,,,勇雅   セ・二俣川,6/ 6,27.59,,個人
28,男子,50mバタフライ,18～24歳,8,相澤,,,倖翔   セ・流山,5/10,27.75,,個人
28,男子,50mバタフライ,18～24歳,9,室井,,,元希   セ・市川,5/ 3,27.92,,個人
28,男子,50mバタフライ,18～24歳,10,浅井,,,春人   セ・清瀬,5/ 7,29.04,,個人
28,男子,50mバタフライ,18～24歳,11,嶋田 翔太,,,セ・葛西,4/ 2,30.14,,個人
